Cancer_type	Phenotype	Genotype	signature
PAAD	MSI	mRNA	(LIPH + MMP12 + SLC52A3)
PAAD	Stemness	mRNA	(ASPN + FCGR3A + MSR1)
PAAD	MSI	CNV	(TFDP1 + VSTM2L)
PAAD	TMB	Mutation	(SESN3 + ZNF304)
PAAD	MSI	CNV	(NNT + PRKACA)
PAAD	TMB	Mutation	(LATS1 + USP9X)
PAAD	TMB	Mutation	(CDH1 + ITGB4)
PAAD	TMB	Mutation	(HIF1A + TGFB1)
PAAD	TMB	Mutation	(EGFR + ERBB2)
PAAD	TMB	Mutation	(MDM2 + NOTCH1)
PAAD	TMB	Mutation	(BRCA1 + KDR)
PAAD	TMB	Mutation	(SIRPA + TRAF2)
PAAD	TMB	Mutation	(CD44 + HK2)
PAAD	TMB	Mutation	(CASP2 + CD63)
PAAD	MSI	CNV	(ANXA10 + OCLN)
PAAD	MSI	CNV	(BRD8 + TUBB1)
PAAD	MSI	CNV	(HNRNPH1 + SRSF6)
PAAD	MSI	CNV	(ATP8A1 + GHRH)
PAAD	Stemness	Methylation	(ADRB3 + ZNF382)
PAAD	Stemness	mRNA	(CDC20 + EXO1)
PAAD	TMB	Mutation	(RNF31 + USP49)
PAAD	TMB	Mutation	(ARHGEF9 + CD160)
PAAD	TMB	Mutation	(LRIG3 + NR1I2)
PAAD	TMB	Mutation	(GNRH2 + NUAK2)
PAAD	TMB	Mutation	(ALDH1L1 + IMPDH2)
PAAD	TMB	Mutation	(MT1H + TEAD4)
PAAD	MSI	CNV	(NIPBL + TP53INP2)
PAAD	MSI	CNV	(LATS2 + NOTCH3)
PAAD	MSI	CNV	(PPP2R2B + SOX18)
PAAD	MSI	CNV	(KCNB1 + MAP1LC3A)
PAAD	MSI	CNV	(GAS1 + PLAC8)
PAAD	MSI	CNV	(PTGER4 + SPINK1)
PAAD	MSI	CNV	(DANCR + MLXIPL)
PAAD	Stemness	Methylation	(DNM2 + `SOX2-OT`)
PAAD	TMB	Mutation	(COL18A1 + SLC7A5)
PAAD	TMB	Mutation	(BMP4 + FUT2)
PAAD	TMB	Mutation	(CTSS + VPS4B)
PAAD	TMB	Mutation	(DDIT4 + VTCN1)
PAAD	TMB	Mutation	(ACAT1 + STK33)
PAAD	TMB	Mutation	(MST1 + WNK2)
PAAD	MSI	CNV	(MIR449A + MIR590)
PAAD	TMB	Mutation	(ASIC1 + ILF3)
PAAD	TMB	Mutation	(PRODH + SIX1)
PAAD	TMB	Mutation	(BACH1 + WWTR1)
PAAD	TMB	Mutation	(DNM1L + NFKBIA)
PAAD	TMB	Mutation	(PAK2 + PLA2R1)
PAAD	TMB	Mutation	(ADAM17 + ADAM9)
PAAD	TMB	Mutation	(EP300 + TRPM7)
PAAD	TMB	Mutation	(G3BP1 + YY1)
PAAD	TMB	Mutation	(APOL1 + F2RL1)
PAAD	TMB	Mutation	(PADI4 + VWF)
PAAD	TMB	Mutation	(NR4A1 + UVRAG)
PAAD	MSI	CNV	(CXCL2 + HTT)
PAAD	TMB	Mutation	(EHMT2 + PIAS4)
PAAD	TMB	Mutation	(PRPF8 + PTPN6)
PAAD	MSI	CNV	(HOTTIP + MIR22HG)
PAAD	MSI	CNV	(COMP + HBEGF)
PAAD	MSI	CNV	(E2F7 + MYBL2)
PAAD	TMB	Mutation	(COMP + ELF3)
PAAD	TMB	Mutation	(CCNE2 + E2F3)
PAAD	TMB	Mutation	(MAPK11 + MCM3AP)
PAAD	TMB	Mutation	(MPO + TIMD4)
PAAD	MSI	CNV	(COMMD10 + PCBP2)
PAAD	MSI	CNV	(CYP24A1 + LINC00460)
PAAD	MSI	CNV	(HECW1 + REST)
PAAD	TMB	Mutation	(C1QTNF6 + TGFBR1)
PAAD	TMB	Mutation	(CDC7 + STAG1)
PAAD	TMB	Mutation	(MASTL + RECQL)
PAAD	TMB	Mutation	(FASLG + TNFRSF1B)
PAAD	MSI	CNV	(F2R + TRPC3)
PAAD	MSI	CNV	(SLC6A4 + SP4)
PAAD	MSI	CNV	(CRHBP + CST3)
PAAD	Stemness	Methylation	(GHSR + UCN)
PAAD	TMB	Mutation	(ACE + CRADD)
PAAD	TMB	Mutation	(COL2A1 + MADD)
PAAD	TMB	Mutation	(PON1 + ST18)
PAAD	TMB	Mutation	(BMP2 + TRAF7)
PAAD	TMB	Mutation	(FGFR3 + GPT)
PAAD	TMB	Mutation	(DMD + IRAK4)
PAAD	MSI	CNV	(AQP1 + MIR302C)
PAAD	TMB	Mutation	(DHX9 + NLRP7)
PAAD	MSI	CNV	(RAB8A + WDR41)
PAAD	MSI	CNV	(MAP1B + THSD1)
PAAD	MSI	CNV	(CERS1 + SNPH)
PAAD	MSI	CNV	(QDPR + SNHG11)
PAAD	MSI	CNV	(HPGD + LAP3)
PAAD	MSI	CNV	(ADH5 + CXCL9)
PAAD	MSI	CNV	(MIR646 + PDYN)
PAAD	Stemness	Methylation	(FOXE1 + RAB5C)
PAAD	TMB	Mutation	(ATIC + TNNC1)
PAAD	TMB	Mutation	(LAP3 + MARK2)
PAAD	TMB	Mutation	(GPRC6A + TSC1)
PAAD	TMB	Mutation	(AHI1 + NPRL2)
PAAD	TMB	Mutation	(MEX3A + NCOA4)
PAAD	TMB	Mutation	(FOXC1 + PCDH7)
PAAD	TMB	Mutation	(SMARCD1 + ZMYND11)
PAAD	TMB	Mutation	(ASPSCR1 + CRTC1)
PAAD	TMB	Mutation	(SLC52A1 + TLR5)
PAAD	MSI	CNV	(ATXN8OS + FTMT)
PAAD	Stemness	Methylation	(COX7A1 + `PTPRG-AS1`)
PAAD	TMB	Mutation	(ACADSB + POU6F1)
PAAD	TMB	Mutation	(FCN3 + FTMT)
PAAD	TMB	Mutation	(HABP2 + MDK)
PAAD	MSI	CNV	(AMACR + INPP5K)
PAAD	MSI	CNV	(SLC52A3 + TEC)
PAAD	MSI	CNV	(MC3R + OCSTAMP)
PAAD	TMB	Mutation	(CLEC9A + LPL)
PAAD	TMB	Mutation	(AFF3 + ZNF71)
PAAD	TMB	Mutation	(ABCB11 + CIB1)
PAAD	TMB	Mutation	(C1QTNF9B + KCNJ11)
PAAD	MSI	CNV	(GZMA + UCP1)
PAAD	Stemness	mRNA	(PTHLH + TPM1)
PAAD	Stemness	mRNA	(IGF1R + SMAD4)
PAAD	Stemness	mRNA	(HIF1A + TGFB1)
PAAD	Stemness	mRNA	(IGF1 + KDR)
PAAD	Stemness	mRNA	(LGALS1 + SNAI2)
PAAD	MSI	mRNA	(MMP2 + YAP1)
PAAD	Stemness	mRNA	(HGF + SIRPA)
PAAD	Stemness	mRNA	(LRP1 + NRP1)
PAAD	Stemness	mRNA	(FN1 + ITGB1)
PAAD	MSI	CNV	(SEZ6L2 + TAOK2)
PAAD	MSI	Methylation	(AOC4P + ARHGAP31)
PAAD	MSI	mRNA	(CCR8 + FILIP1L)
PAAD	Stemness	Methylation	(RASSF6 + STK39)
PAAD	Stemness	Methylation	(TMPRSS3 + ZG16B)
PAAD	Stemness	Methylation	(MIR19B1 + MIR92A1)
PAAD	Stemness	mRNA	(APBB1 + VAMP2)
PAAD	Stemness	mRNA	(PRKG1 + UNC5B)
PAAD	Stemness	mRNA	(ID4 + MAP2)
PAAD	Stemness	mRNA	(KANK1 + WNK3)
PAAD	MSI	mRNA	(SERPINA3 + SERPINA4)
PAAD	Stemness	Methylation	(RAB5A + VRK2)
PAAD	Stemness	Methylation	(MIR20A + MIR770)
PAAD	Stemness	mRNA	(DRAM1 + FLNC)
PAAD	Stemness	mRNA	(EVA1A + PER1)
PAAD	Stemness	mRNA	(IFI16 + IGFBP3)
PAAD	Stemness	mRNA	(HMOX1 + SERPINF1)
PAAD	Stemness	mRNA	(HIPK3 + PRNP)
PAAD	Stemness	mRNA	(TLR7 + VWF)
PAAD	MSI	mRNA	(CAMK2A + CTLA4)
PAAD	MSI	mRNA	(LGALS9 + UBD)
PAAD	Stemness	mRNA	(MIR22HG + PGF)
PAAD	MSI	mRNA	(CCL11 + ELN)
PAAD	Stemness	Methylation	(ELF3 + PAWR)
PAAD	Stemness	mRNA	(C1QTNF6 + TGFBR1)
PAAD	MSI	Methylation	(A2M + ASAH1)
PAAD	MSI	mRNA	(CARD11 + EDN1)
PAAD	MSI	mRNA	(CYBA + WFDC21P)
PAAD	Stemness	mRNA	(ACVR1 + TIMP3)
PAAD	MSI	mRNA	(ADORA1 + AQP1)
PAAD	Stemness	mRNA	(ADORA1 + AQP1)
PAAD	Stemness	Methylation	(EPHA1 + SNX10)
PAAD	Stemness	mRNA	(RRAGA + SYT11)
PAAD	Stemness	mRNA	(BMPR1A + UBTD1)
PAAD	MSI	mRNA	(FZD7 + MYEOV)
PAAD	Stemness	mRNA	(EMP1 + FZD7)
PAAD	MSI	mRNA	(SAA1 + TNFRSF17)
PAAD	Stemness	mRNA	(NKIRAS1 + ZNF71)
PAAD	Stemness	mRNA	(CDH11 + TNFAIP6)
PAAD	MSI	CNV	(FER)
PAAD	MSI	CNV	(ITGBL1)
PAAD	TMB	Mutation	(MEGF11)
PAAD	TMB	Mutation	(DLG1)
PAAD	TMB	Mutation	(FER)
PAAD	TMB	Mutation	(TJP3)
PAAD	TMB	Mutation	(IRF6)
PAAD	MSI	CNV	(TLE1)
PAAD	MSI	CNV	(NTRK2)
PAAD	MSI	CNV	(IRX1)
PAAD	TMB	Mutation	(NNT)
PAAD	TMB	Mutation	(CPT1A)
PAAD	TMB	Mutation	(CSPG4)
PAAD	TMB	Mutation	(NTRK2)
PAAD	TMB	Mutation	(IRX1)
PAAD	TMB	Mutation	(MYBBP1A)
PAAD	TMB	Mutation	(ERBB4)
PAAD	TMB	Mutation	(LTB4R2)
PAAD	MSI	CNV	(HOXA10)
PAAD	MSI	CNV	(PTK6)
PAAD	TMB	Mutation	(AKT2)
PAAD	TMB	Mutation	(RET)
PAAD	TMB	Mutation	(TSC2)
PAAD	TMB	Mutation	(SH3GLB1)
PAAD	TMB	Mutation	(PRKCQ)
PAAD	TMB	Mutation	(IGF1R)
PAAD	TMB	Mutation	(MTOR)
PAAD	TMB	Mutation	(STK11)
PAAD	TMB	Mutation	(STAT3)
PAAD	TMB	Mutation	(NOX4)
PAAD	TMB	Mutation	(EZH2)
PAAD	MSI	CNV	(SKP2)
PAAD	MSI	CNV	(EGFR)
PAAD	MSI	CNV	(CSNK2A1)
PAAD	TMB	Mutation	(CSNK2A1)
PAAD	MSI	CNV	(KDR)
PAAD	MSI	CNV	(KL)
PAAD	MSI	CNV	(E2F1)
PAAD	TMB	Mutation	(KL)
PAAD	TMB	Mutation	(MET)
PAAD	TMB	Mutation	(ZEB2)
PAAD	Stemness	Methylation	(CDKN2A)
PAAD	TMB	Mutation	(AR)
PAAD	TMB	Mutation	(ROCK1)
PAAD	TMB	Mutation	(ZEB1)
PAAD	TMB	Mutation	(EIF2AK3)
PAAD	TMB	Mutation	(SESN2)
PAAD	TMB	Mutation	(BSG)
PAAD	TMB	Mutation	(CASP8)
PAAD	TMB	Mutation	(PIK3CG)
PAAD	MSI	CNV	(CXCL1)
PAAD	MSI	CNV	(UCHL1)
PAAD	MSI	CNV	(SRC)
PAAD	TMB	Mutation	(PIK3R3)
PAAD	TMB	Mutation	(SRC)
PAAD	TMB	Mutation	(BNIP3)
PAAD	MSI	CNV	(DAPK1)
PAAD	TMB	Mutation	(DAPK1)
PAAD	TMB	Mutation	(TNFRSF1A)
PAAD	MSI	CNV	(MAVS)
PAAD	MSI	CNV	(AFP)
PAAD	Stemness	Methylation	(ITGA5)
PAAD	TMB	Mutation	(CXCR4)
PAAD	TMB	Mutation	(LRP1)
PAAD	TMB	Mutation	(ITGA5)
PAAD	TMB	Mutation	(MAVS)
PAAD	TMB	Mutation	(BDNF)
PAAD	TMB	Mutation	(AFP)
PAAD	MSI	CNV	(RAC1)
PAAD	MSI	CNV	(CEBPB)
PAAD	TMB	Mutation	(MUC1)
PAAD	MSI	CNV	(CASP3)
PAAD	MSI	CNV	(BRCA2)
PAAD	TMB	Mutation	(BRCA2)
PAAD	TMB	Mutation	(GLI2)
PAAD	TMB	Mutation	(SATB1)
PAAD	MSI	CNV	(FGF2)
PAAD	MSI	CNV	(TWIST1)
PAAD	TMB	Mutation	(FGF2)
PAAD	TMB	Mutation	(TRIM69)
PAAD	TMB	Mutation	(FASN)
PAAD	TMB	Mutation	(IDH1)
PAAD	TMB	Mutation	(MYH9)
PAAD	MSI	CNV	(PTPN1)
PAAD	TMB	Mutation	(CEACAM5)
PAAD	TMB	Mutation	(ITGAV)
PAAD	TMB	Mutation	(THBS1)
PAAD	TMB	Mutation	(IQGAP1)
PAAD	TMB	Mutation	(PITPNC1)
PAAD	TMB	Mutation	(APOBEC3G)
PAAD	TMB	Mutation	(PRDM1)
PAAD	MSI	CNV	(PARM1)
PAAD	MSI	CNV	(MCM8)
PAAD	MSI	CNV	(MEF2B)
PAAD	MSI	CNV	(RFC2)
PAAD	MSI	CNV	(YWHAG)
PAAD	MSI	CNV	(CENPB)
PAAD	MSI	CNV	(SMUG1)
PAAD	MSI	CNV	(GNRH2)
PAAD	MSI	CNV	(GRB10)
PAAD	MSI	CNV	(EGF)
PAAD	MSI	CNV	(DND1)
PAAD	MSI	CNV	(TBX20)
PAAD	MSI	CNV	(CASP14)
PAAD	MSI	Methylation	(AMH)
PAAD	MSI	Mutation	(HSD17B7)
PAAD	MSI	Mutation	(EPC1)
PAAD	MSI	Mutation	(FKBP14)
PAAD	MSI	Mutation	(WDR5)
PAAD	MSI	Mutation	(BDKRB1)
PAAD	MSI	Mutation	(PTGES)
PAAD	MSI	Mutation	(ESRRB)
PAAD	MSI	mRNA	(PDRG1)
PAAD	MSI	mRNA	(GNAS)
PAAD	MSI	mRNA	(WRAP53)
PAAD	MSI	mRNA	(LSINCT5)
PAAD	Stemness	Methylation	(`ZNF667-AS1`)
PAAD	Stemness	Methylation	(NRN1)
PAAD	Stemness	Methylation	(OTX1)
PAAD	Stemness	Methylation	(SOX11)
PAAD	Stemness	Methylation	(PITX1)
PAAD	Stemness	Methylation	(ZIC1)
PAAD	Stemness	Methylation	(TBX20)
PAAD	Stemness	mRNA	(EXOSC5)
PAAD	Stemness	mRNA	(CDCA3)
PAAD	TMB	Methylation	(ZKSCAN4)
PAAD	TMB	Mutation	(PARM1)
PAAD	TMB	Mutation	(CCDC80)
PAAD	TMB	Mutation	(VENTX)
PAAD	TMB	Mutation	(SHANK2)
PAAD	TMB	Mutation	(PARP6)
PAAD	TMB	Mutation	(THOC1)
PAAD	TMB	Mutation	(QSOX2)
PAAD	TMB	Mutation	(HTR3A)
PAAD	TMB	Mutation	(EGF)
PAAD	TMB	Mutation	(ANPEP)
PAAD	TMB	Mutation	(AATK)
PAAD	TMB	Mutation	(TCIRG1)
PAAD	TMB	Mutation	(TRPV6)
PAAD	TMB	Mutation	(TBX20)
PAAD	MSI	CNV	(EEF1A2)
PAAD	MSI	CNV	(DAB2)
PAAD	MSI	CNV	(BDH2)
PAAD	MSI	CNV	(DDC)
PAAD	MSI	CNV	(CRHR2)
PAAD	MSI	mRNA	(PRDX2)
PAAD	MSI	mRNA	(SNHG7)
PAAD	Stemness	Methylation	(SHH)
PAAD	Stemness	Methylation	(MIR199A1)
PAAD	Stemness	mRNA	(RPS19)
PAAD	TMB	Mutation	(DEDD)
PAAD	TMB	Mutation	(USP36)
PAAD	TMB	Mutation	(NR0B1)
PAAD	TMB	Mutation	(FOLR1)
PAAD	TMB	Mutation	(CCNE1)
PAAD	TMB	Mutation	(ERN1)
PAAD	TMB	Mutation	(TF)
PAAD	TMB	Mutation	(CFTR)
PAAD	TMB	Mutation	(CRHR2)
PAAD	MSI	CNV	(IGFBP3)
PAAD	TMB	Mutation	(WNT1)
PAAD	TMB	Mutation	(PHLPP2)
PAAD	TMB	Mutation	(MAPT)
PAAD	TMB	Mutation	(MAP2K6)
PAAD	TMB	Mutation	(PML)
PAAD	TMB	Mutation	(MFN1)
PAAD	TMB	Mutation	(GATA4)
PAAD	MSI	CNV	(HNF4A)
PAAD	TMB	Mutation	(IRF8)
PAAD	MSI	CNV	(NFKB1)
PAAD	TMB	Mutation	(IL6)
PAAD	TMB	Mutation	(CTSB)
PAAD	MSI	CNV	(PRKAA1)
PAAD	TMB	Mutation	(RELA)
PAAD	TMB	Mutation	(MAPK8)
PAAD	TMB	Mutation	(FMR1)
PAAD	MSI	CNV	(SERPINF1)
PAAD	MSI	CNV	(HSPB1)
PAAD	TMB	Mutation	(ARG2)
PAAD	TMB	Mutation	(SIRT1)
PAAD	MSI	CNV	(METTL14)
PAAD	TMB	Mutation	(ELAVL1)
PAAD	TMB	Mutation	(MFN2)
PAAD	MSI	CNV	(PLK2)
PAAD	Stemness	mRNA	(AURKB)
PAAD	TMB	Mutation	(IL1B)
PAAD	MSI	CNV	(ID1)
PAAD	TMB	Mutation	(RB1)
PAAD	TMB	Mutation	(TP63)
PAAD	MSI	CNV	(TERT)
PAAD	MSI	CNV	(SNAI1)
PAAD	Stemness	Methylation	(MIR125B1)
PAAD	TMB	Mutation	(PGR)
PAAD	TMB	Mutation	(CTSD)
PAAD	TMB	Mutation	(MAP2K7)
PAAD	MSI	CNV	(HOTAIR)
PAAD	Stemness	Methylation	(HOTAIR)
PAAD	TMB	Mutation	(ABL1)
PAAD	MSI	CNV	(TLR2)
PAAD	TMB	Mutation	(TLR2)
PAAD	TMB	Mutation	(FOXO3)
PAAD	TMB	Mutation	(CASP4)
PAAD	MSI	CNV	(ATP7B)
PAAD	TMB	Mutation	(PPP1R15A)
PAAD	TMB	Mutation	(DLAT)
PAAD	TMB	Mutation	(METTL3)
PAAD	TMB	Mutation	(SERPINE1)
PAAD	TMB	Mutation	(CD274)
PAAD	TMB	Mutation	(FDX1)
PAAD	TMB	Mutation	(HSPD1)
PAAD	TMB	Mutation	(ABCA1)
PAAD	TMB	Mutation	(ABCG1)
PAAD	TMB	Mutation	(NLRP3)
PAAD	TMB	Mutation	(ANXA1)
PAAD	TMB	Mutation	(SERPINA1)
PAAD	TMB	Mutation	(RND3)
PAAD	MSI	CNV	(AURKA)
PAAD	TMB	Mutation	(AURKA)
PAAD	TMB	Mutation	(MCOLN1)
PAAD	MSI	CNV	(ALDH1A1)
PAAD	MSI	CNV	(FOXA2)
PAAD	MSI	CNV	(MIR17HG)
PAAD	Stemness	Methylation	(MIR199A2)
PAAD	Stemness	mRNA	(CDC25A)
PAAD	TMB	Mutation	(NFE2L1)
PAAD	TMB	Mutation	(GGT1)
PAAD	TMB	Mutation	(NKAP)
PAAD	TMB	Mutation	(LONP1)
PAAD	TMB	Mutation	(AKR1C3)
PAAD	TMB	Mutation	(IGF2BP1)
PAAD	TMB	Mutation	(NEDD4L)
PAAD	MSI	CNV	(SLC7A11)
PAAD	TMB	Mutation	(SLC7A11)
PAAD	MSI	CNV	(HMGB1)
PAAD	TMB	Mutation	(VDAC1)
PAAD	TMB	Mutation	(CELF2)
PAAD	MSI	CNV	(HNRNPA1)
PAAD	MSI	CNV	(FLT3)
PAAD	TMB	Mutation	(HSPA5)
PAAD	TMB	Mutation	(FLT3)
PAAD	TMB	Mutation	(TNFAIP3)
PAAD	TMB	Mutation	(GSK3B)
PAAD	MSI	CNV	(KLF2)
PAAD	MSI	CNV	(TNFSF11)
PAAD	MSI	CNV	(MIR132)
PAAD	MSI	CNV	(CD36)
PAAD	TMB	Mutation	(ATF3)
PAAD	TMB	Mutation	(PSEN1)
PAAD	TMB	Mutation	(SPHK1)
PAAD	TMB	Mutation	(KEAP1)
PAAD	TMB	Mutation	(PRDX1)
PAAD	MSI	CNV	(SQSTM1)
PAAD	TMB	Mutation	(SQSTM1)
PAAD	MSI	CNV	(ZFAS1)
PAAD	TMB	Mutation	(NEDD4)
PAAD	TMB	Mutation	(USP14)
PAAD	TMB	Mutation	(EPHA2)
PAAD	TMB	Mutation	(GABARAPL1)
PAAD	TMB	Mutation	(IRF1)
PAAD	TMB	Mutation	(HSP90AA1)
PAAD	TMB	Mutation	(AGER)
PAAD	MSI	CNV	(BCL2L1)
PAAD	MSI	CNV	(MAP3K1)
PAAD	MSI	CNV	(F2RL1)
PAAD	TMB	Mutation	(MAP3K1)
PAAD	MSI	CNV	(DCK)
PAAD	TMB	Mutation	(FBXW7)
PAAD	TMB	Mutation	(ROCK2)
PAAD	TMB	Mutation	(ABCB1)
PAAD	TMB	Mutation	(PIK3CD)
PAAD	TMB	Mutation	(S100A11)
PAAD	TMB	Mutation	(DERL1)
PAAD	MSI	CNV	(CXCL5)
PAAD	MSI	CNV	(EGR1)
PAAD	TMB	Mutation	(RIPK3)
PAAD	TMB	Mutation	(CFLAR)
PAAD	TMB	Mutation	(ESR2)
PAAD	TMB	Mutation	(TXN)
PAAD	TMB	Mutation	(PDCD6IP)
PAAD	TMB	Mutation	(PARP1)
PAAD	MSI	CNV	(BRD4)
PAAD	TMB	Mutation	(BRD4)
PAAD	TMB	Mutation	(MLKL)
PAAD	MSI	CNV	(POSTN)
PAAD	MSI	CNV	(SNCA)
PAAD	MSI	CNV	(PRPF8)
PAAD	MSI	CNV	(TNFSF13B)
PAAD	MSI	CNV	(BIRC7)
PAAD	MSI	CNV	(CD40)
PAAD	MSI	CNV	(C1QTNF9)
PAAD	MSI	mRNA	(GPER1)
PAAD	MSI	mRNA	(ENDOG)
PAAD	Stemness	Methylation	(COL1A1)
PAAD	Stemness	Methylation	(LEP)
PAAD	TMB	Mutation	(ARRB2)
PAAD	TMB	Mutation	(GPER1)
PAAD	TMB	Mutation	(CASP10)
PAAD	TMB	Mutation	(PTPN22)
PAAD	TMB	Mutation	(BIRC2)
PAAD	TMB	Mutation	(ITGB3)
PAAD	TMB	Mutation	(LRRK2)
PAAD	TMB	Mutation	(C1QTNF9)
PAAD	TMB	Mutation	(ULK1)
PAAD	TMB	Mutation	(AIFM1)
PAAD	MSI	CNV	(NDUFA13)
PAAD	MSI	CNV	(FAT1)
PAAD	Stemness	Methylation	(`DLX6-AS1`)
PAAD	Stemness	Methylation	(VIM)
PAAD	TMB	Mutation	(IKBKE)
PAAD	TMB	Mutation	(DDX3X)
PAAD	TMB	Mutation	(RPTOR)
PAAD	TMB	Mutation	(NLRP1)
PAAD	TMB	Mutation	(PIF1)
PAAD	MSI	CNV	(TLR3)
PAAD	Stemness	mRNA	(GAS5)
PAAD	TMB	Mutation	(CAMP)
PAAD	TMB	Mutation	(ICAM1)
PAAD	TMB	Mutation	(TNFRSF11B)
PAAD	TMB	Mutation	(KLF4)
PAAD	TMB	Mutation	(TLR3)
PAAD	MSI	CNV	(ING2)
PAAD	MSI	CNV	(MAPK10)
PAAD	MSI	CNV	(AGR2)
PAAD	MSI	CNV	(ANXA5)
PAAD	MSI	CNV	(GDF15)
PAAD	MSI	CNV	(CTCFL)
PAAD	MSI	mRNA	(GADD45G)
PAAD	TMB	Mutation	(SRSF7)
PAAD	TMB	Mutation	(AGR2)
PAAD	TMB	Mutation	(EPHX1)
PAAD	MSI	CNV	(IGFBP7)
PAAD	TMB	Mutation	(SND1)
PAAD	MSI	CNV	(CCNB1)
PAAD	TMB	Mutation	(TP53BP1)
PAAD	MSI	CNV	(TNFSF13)
PAAD	TMB	Mutation	(RAD21)
PAAD	TMB	Mutation	(`HLA-G`)
PAAD	TMB	Mutation	(HAS2)
PAAD	TMB	Mutation	(MMP7)
PAAD	TMB	Mutation	(CITED2)
PAAD	MSI	CNV	(TSLP)
PAAD	TMB	Mutation	(TSLP)
PAAD	TMB	Mutation	(INF2)
PAAD	MSI	CNV	(NCF1)
PAAD	MSI	CNV	(EDIL3)
PAAD	TMB	Mutation	(EDIL3)
PAAD	TMB	Mutation	(MERTK)
PAAD	TMB	Mutation	(AXL)
PAAD	MSI	CNV	(GAS6)
PAAD	TMB	Mutation	(GAS6)
PAAD	TMB	Mutation	(NRP2)
PAAD	TMB	Mutation	(PHACTR1)
PAAD	TMB	Mutation	(DIAPH1)
PAAD	MSI	CNV	(NDUFA4)
PAAD	MSI	CNV	(UCHL3)
PAAD	MSI	CNV	(SLC12A5)
PAAD	MSI	CNV	(PLTP)
PAAD	MSI	CNV	(KLB)
PAAD	Stemness	Methylation	(DDR2)
PAAD	Stemness	Methylation	(TFAP2A)
PAAD	TMB	Mutation	(DDR2)
PAAD	TMB	Mutation	(EFEMP1)
PAAD	TMB	Mutation	(PGAM1)
PAAD	TMB	Mutation	(PDGFRB)
PAAD	TMB	Mutation	(SLC12A5)
PAAD	TMB	Mutation	(FAM120A)
PAAD	TMB	Mutation	(TRIM3)
PAAD	TMB	Mutation	(PYCR1)
PAAD	TMB	Mutation	(`ERVW-1`)
PAAD	TMB	Mutation	(KLB)
PAAD	TMB	Mutation	(PROX1)
PAAD	TMB	Mutation	(PLA2G6)
PAAD	MSI	CNV	(MIR324)
PAAD	MSI	CNV	(YTHDC2)
PAAD	TMB	Mutation	(ANKRD1)
PAAD	TMB	Mutation	(FABP4)
PAAD	TMB	Mutation	(KAT2A)
PAAD	MSI	CNV	(SETD7)
PAAD	MSI	CNV	(ANXA3)
PAAD	MSI	CNV	(MIR302A)
PAAD	TMB	Mutation	(DPP9)
PAAD	TMB	Mutation	(PCSK9)
PAAD	MSI	CNV	(APC)
PAAD	TMB	Mutation	(APC)
PAAD	TMB	Mutation	(IL17RA)
PAAD	TMB	Mutation	(EPHB4)
PAAD	MSI	CNV	(PPID)
PAAD	TMB	Mutation	(PPID)
PAAD	TMB	Mutation	(APAF1)
PAAD	TMB	Mutation	(NRG1)
PAAD	TMB	Mutation	(UBA2)
PAAD	TMB	Mutation	(PPP1R13L)
PAAD	TMB	Mutation	(MSI1)
PAAD	MSI	CNV	(CASP6)
PAAD	TMB	Mutation	(PROC)
PAAD	TMB	Mutation	(ADORA2A)
PAAD	MSI	CNV	(C9)
PAAD	MSI	CNV	(FERMT1)
PAAD	MSI	CNV	(C7)
PAAD	TMB	Mutation	(FPR1)
PAAD	TMB	Mutation	(ARC)
PAAD	TMB	Mutation	(C7)
PAAD	TMB	Mutation	(GSDMD)
PAAD	TMB	Mutation	(TRAF5)
PAAD	MSI	CNV	(ZBP1)
PAAD	TMB	Mutation	(FLOT1)
PAAD	TMB	Mutation	(CDK9)
PAAD	MSI	Methylation	(ADAR)
PAAD	TMB	Mutation	(ADAR)
PAAD	MSI	CNV	(ISL1)
PAAD	MSI	CNV	(BMP2)
PAAD	MSI	CNV	(UBE2K)
PAAD	MSI	CNV	(TNFRSF6B)
PAAD	MSI	CNV	(TOP1)
PAAD	MSI	CNV	(ALB)
PAAD	Stemness	Methylation	(CYP1B1)
PAAD	Stemness	Methylation	(MYOD1)
PAAD	TMB	Mutation	(SFRP1)
PAAD	TMB	Mutation	(LIF)
PAAD	TMB	Mutation	(PTPRZ1)
PAAD	TMB	Mutation	(USP2)
PAAD	TMB	Mutation	(EDA)
PAAD	TMB	Mutation	(MYOG)
PAAD	TMB	Mutation	(FGF23)
PAAD	MSI	CNV	(IKZF1)
PAAD	MSI	CNV	(COL1A2)
PAAD	Stemness	Methylation	(COL1A2)
PAAD	TMB	Mutation	(ZDHHC1)
PAAD	TMB	Mutation	(ADORA3)
PAAD	TMB	Mutation	(IRF9)
PAAD	TMB	Mutation	(GSDMB)
PAAD	MSI	CNV	(NAIP)
PAAD	MSI	CNV	(TIFA)
PAAD	TMB	Mutation	(GBP5)
PAAD	TMB	Mutation	(GBP1)
PAAD	TMB	Mutation	(TIFA)
PAAD	MSI	CNV	(SRMS)
PAAD	MSI	CNV	(WASF3)
PAAD	MSI	mRNA	(PRKCSH)
PAAD	TMB	Mutation	(GAK)
PAAD	TMB	Mutation	(IL23R)
PAAD	TMB	Mutation	(SCAP)
PAAD	TMB	Mutation	(SNAP29)
PAAD	TMB	Mutation	(XRN1)
